Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S1948:  ""Make notas private or transient.""",CRITICAL,30min,Key: AYTIxMLliIoCD2TGCWRJ Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/lote/envio/NFLoteEnvio.java - startLine: 26;startOffset: 17;endOffset: 22;endLine: 26,Maintenance (Code Smells)
To-Do,New,Normal,"java:S6353:  ""Use concise character class syntax '\\d' instead of '[0-9]'.""",MINOR,5min,Key: AYTIxMHAiIoCD2TGCWQ_ Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoCana.java - startLine: 48;startOffset: 101;endOffset: 106;endLine: 48,Maintenance (Code Smells)
To-Do,New,Normal,"java:S6353:  ""Use concise character class syntax '\\d' instead of '[0-9]'.""",MINOR,5min,Key: AYTIxMHAiIoCD2TGCWRA Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoCana.java - startLine: 48;startOffset: 110;endOffset: 115;endLine: 48,Maintenance (Code Smells)
To-Do,New,Normal,"java:S6353:  ""Use concise character class syntax '\\d' instead of '[0-9]'.""",MINOR,5min,Key: AYTIxMHAiIoCD2TGCWRB Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoCana.java - startLine: 48;startOffset: 71;endOffset: 76;endLine: 48,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal ICMS IPI e II sao mutuamente exclusivo com ISSQN 4 times.""",CRITICAL,10min,Key: AYTIxMGriIoCD2TGCWQ9 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemImposto.java - startLine: 47;startOffset: 44;endOffset: 95;endLine: 47,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal Aliquota quantidade nao tributavel e outras operacoes sao mutuamente exclusivos 4 times.""",CRITICAL,10min,Key: AYTIxL_LiIoCD2TGCWQy Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemImpostoCOFINS.java - startLine: 24;startOffset: 44;endOffset: 127;endLine: 24,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal Aliquota quantidade nao tributado e outras operacoes sao mutuamente exclusivos 4 times.""",CRITICAL,10min,Key: AYTIxMB_iIoCD2TGCWQ0 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemImpostoPIS.java - startLine: 31;startOffset: 44;endOffset: 126;endLine: 31,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal veiculos medicamentos armamentos RECOPI e combustivel sao mutuamente exclusivos 4 times.""",CRITICAL,10min,Key: AYTIxMEUiIoCD2TGCWQ8 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemProduto.java - startLine: 240;startOffset: 44;endOffset: 128;endLine: 240,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1186:  ""Add a nested comment explaining why this method is empty throw an UnsupportedOperationException or complete the implementation.""",CRITICAL,5min,Key: AYTIxL-niIoCD2TGCWQx Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemProdutoCombustivelEncerrante.java - startLine: 46;startOffset: 11;endOffset: 53;endLine: 46,Maintenance (Code Smells)
To-Do,New,Normal,"java:S4719:  ""Replace Charset.forName() call with StandardCharsets.UTF_8""",MINOR,1min,Key: AYTIxMWliIoCD2TGCWYX Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/utils/NFGeraQRCode.java - startLine: 99;startOffset: 69;endOffset: 93;endLine: 99,Maintenance (Code Smells)
To-Do,New,Normal,"java:S4719:  ""Replace Charset.forName() call with StandardCharsets.UTF_8""",MINOR,1min,Key: AYTIxMWliIoCD2TGCWYZ Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/utils/NFGeraQRCode.java - startLine: 104;startOffset: 93;endOffset: 117;endLine: 104,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTIxMSNiIoCD2TGCWRb Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/WSCancelamento.java - startLine: 48;startOffset: 100;endOffset: 109;endLine: 48,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1155:  ""Use isEmpty() to check whether the collection is empty or not.""",MINOR,2min,Key: AYTIxMTwiIoCD2TGCWUi Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/WSFacade.java - startLine: 74;startOffset: 19;endOffset: 46;endLine: 74,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTIxMSZiIoCD2TGCWRe Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/WSInutilizacao.java - startLine: 41;startOffset: 109;endOffset: 118;endLine: 41,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1659:  ""Declare qtdNFC on a separate line.""",MINOR,2min,Key: AYTIxMT8iIoCD2TGCWUl Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/WSLoteEnvio.java - startLine: 74;startOffset: 23;endOffset: 29;endLine: 74,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTIxMVUiIoCD2TGCWXh Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/WSManifestacaoDestinatario.java - startLine: 62;startOffset: 112;endOffset: 121;endLine: 62,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTIxMVziIoCD2TGCWXn Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/WSNotaConsulta.java - startLine: 39;startOffset: 107;endOffset: 116;endLine: 39,Maintenance (Code Smells)
To-Do,New,Normal,"java:S116:  ""Rename this field _operations to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMYQiIoCD2TGCWY5 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 12;startOffset: 59;endOffset: 70;endLine: 12,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMYQiIoCD2TGCWYv Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 37;startOffset: 51;endOffset: 62;endLine: 37,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal http://www.portalfiscal.inf.br/nfe/wsdl/NFeDistribuicaoDFe 20 times.""",CRITICAL,42min,Key: AYTIxMYQiIoCD2TGCWYr Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 40;startOffset: 58;endOffset: 118;endLine: 40,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal nfeDistDFeInteresse 5 times.""",CRITICAL,12min,Key: AYTIxMYQiIoCD2TGCWYt Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 40;startOffset: 120;endOffset: 141;endLine: 40,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1186:  ""Add a nested comment explaining why this method is empty throw an UnsupportedOperationException or complete the implementation.""",CRITICAL,5min,Key: AYTIxMYQiIoCD2TGCWY7 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 46;startOffset: 17;endOffset: 31;endLine: 46,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMYQiIoCD2TGCWYw Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 68;startOffset: 48;endOffset: 63;endLine: 68,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMYQiIoCD2TGCWYx Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 70;startOffset: 58;endOffset: 74;endLine: 70,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMYQiIoCD2TGCWYy Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 87;startOffset: 58;endOffset: 79;endLine: 87,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMYQiIoCD2TGCWYz Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 88;startOffset: 53;endOffset: 63;endLine: 88,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3516:  ""Refactor this method to not always return the same value.""",BLOCKER,6min,Key: AYTIxMYQiIoCD2TGCWY4 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 139;startOffset: 20;endOffset: 35;endLine: 139,Maintenance (Code Smells)
To-Do,New,Normal,"java:S125:  ""This block of commented-out lines of code should be removed.""",MAJOR,5min,Key: AYTIxMYQiIoCD2TGCWZB Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 224;startOffset: 15;endOffset: 128;endLine: 224,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal http://www.w3.org/2001/XMLSchema-instance 16 times.""",CRITICAL,34min,Key: AYTIxMYQiIoCD2TGCWYp Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 265;startOffset: 47;endOffset: 90;endLine: 265,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal nfeDadosMsg 3 times.""",CRITICAL,8min,Key: AYTIxMYQiIoCD2TGCWYu Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 274;startOffset: 140;endOffset: 153;endLine: 274,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 20 to the 15 allowed.""",CRITICAL,10min,Key: AYTIxMYQiIoCD2TGCWZD Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 341;startOffset: 21;endOffset: 32;endLine: 341,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1118:  ""Add a private constructor to hide the implicit public one.""",MAJOR,5min,Key: AYTIxMYQiIoCD2TGCWZE Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 406;startOffset: 28;endOffset: 35;endLine: 406,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1149:  ""Replace the synchronized class Vector by an unsynchronized one such as ArrayList or LinkedList.""",MAJOR,20min,Key: AYTIxMYQiIoCD2TGCWY8 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 436;startOffset: 26;endOffset: 42;endLine: 436,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1149:  ""Replace the synchronized class Vector by an unsynchronized one such as ArrayList or LinkedList.""",MAJOR,20min,Key: AYTIxMYQiIoCD2TGCWZA Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 436;startOffset: 63;endOffset: 85;endLine: 436,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal Unexpected subelement  6 times.""",CRITICAL,14min,Key: AYTIxMYQiIoCD2TGCWYs Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 450;startOffset: 76;endOffset: 100;endLine: 450,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTIxMYPiIoCD2TGCWYh Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 453;startOffset: 30;endOffset: 49;endLine: 453,Maintenance (Code Smells)
To-Do,New,Normal,"java:S101:  ""Rename this class name to match the regular expression '^[A-Z][a-zA-Z0-9]*$'.""",MINOR,5min,Key: AYTIxMYQiIoCD2TGCWY0 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 460;startOffset: 24;endOffset: 41;endLine: 460,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1948:  ""Make localExtraElement transient or serializable.""",CRITICAL,30min,Key: AYTIxMYQiIoCD2TGCWZG Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 477;startOffset: 48;endOffset: 65;endLine: 477,Maintenance (Code Smells)
To-Do,New,Normal,"java:S125:  ""This block of commented-out lines of code should be removed.""",MAJOR,5min,Key: AYTIxMYQiIoCD2TGCWZI Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 526;startOffset: 15;endOffset: 111;endLine: 526,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal nfeDadosMsg_type0 3 times.""",CRITICAL,8min,Key: AYTIxMYQiIoCD2TGCWYq Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 569;startOffset: 100;endOffset: 119;endLine: 569,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal extraElement cannot be null!! 4 times.""",CRITICAL,10min,Key: AYTIxMYQiIoCD2TGCWYm Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 575;startOffset: 68;endOffset: 99;endLine: 575,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 20 to the 15 allowed.""",CRITICAL,10min,Key: AYTIxMYQiIoCD2TGCWZL Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 650;startOffset: 21;endOffset: 32;endLine: 650,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1118:  ""Add a private constructor to hide the implicit public one.""",MAJOR,5min,Key: AYTIxMYQiIoCD2TGCWZM Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 717;startOffset: 28;endOffset: 35;endLine: 717,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1149:  ""Replace the synchronized class Vector by an unsynchronized one such as ArrayList or LinkedList.""",MAJOR,20min,Key: AYTIxMYQiIoCD2TGCWY9 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 750;startOffset: 26;endOffset: 42;endLine: 750,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1149:  ""Replace the synchronized class Vector by an unsynchronized one such as ArrayList or LinkedList.""",MAJOR,20min,Key: AYTIxMYQiIoCD2TGCWZH Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 750;startOffset: 63;endOffset: 85;endLine: 750,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTIxMYQiIoCD2TGCWYi Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 776;startOffset: 30;endOffset: 49;endLine: 776,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal nfeDistDFeInteresseResponse 3 times.""",CRITICAL,8min,Key: AYTIxMYQiIoCD2TGCWYo Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 786;startOffset: 157;endOffset: 186;endLine: 786,Maintenance (Code Smells)
To-Do,New,Normal,"java:S125:  ""This block of commented-out lines of code should be removed.""",MAJOR,5min,Key: AYTIxMYQiIoCD2TGCWZP Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 855;startOffset: 15;endOffset: 136;endLine: 855,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal nfeDistDFeInteresseResult 3 times.""",CRITICAL,8min,Key: AYTIxMYQiIoCD2TGCWYl Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 905;startOffset: 154;endOffset: 181;endLine: 905,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 20 to the 15 allowed.""",CRITICAL,10min,Key: AYTIxMYQiIoCD2TGCWZR Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 980;startOffset: 21;endOffset: 32;endLine: 980,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1118:  ""Add a private constructor to hide the implicit public one.""",MAJOR,5min,Key: AYTIxMYQiIoCD2TGCWZS Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 1048;startOffset: 28;endOffset: 35;endLine: 1048,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1149:  ""Replace the synchronized class Vector by an unsynchronized one such as ArrayList or LinkedList.""",MAJOR,20min,Key: AYTIxMYQiIoCD2TGCWY- Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe/webservices/distribuicao/NFeDistribuicaoDFeSoapStub.java - startLine: 1081;startOffset: 63;endOffset: 85;endLine: 1081,Maintenance (Code Smells)
